	task	subject	sentence_id	mean_a1	mean_a2	mean_b1	mean_b2	mean_g1	mean_g2	mean_t1	mean_t2
40	NR	YAC	1	0.5496321459239353	0.6890713881814238	0.7686665705361572	0.9811272267768626	0.9307837471064542	2.2753785398334725	1.01820685412553	0.6580248270994382
41	NR	YAC	1	0.4396825202285907	0.5490469305453679	0.6229707285839488	0.7904336454012005	0.7527198813863382	1.5956513149870493	0.7824054828396884	0.5180155778955863
42	NR	YAC	1	0.44293012011566807	0.5475563141850734	0.6235943573714204	0.7945000955323583	0.7516218206899464	1.6520536204076903	0.7863382072101173	0.5132369589758643
43	NR	YAC	1	0.4536353244799858	0.5521953376652319	0.6399361172068382	0.8251928257656689	0.7688583535746195	1.780696568200494	0.7899001607101817	0.5145225247037736
44	NR	YAC	1	0.5852132184902825	0.7047873281914255	0.8244320882072854	1.0751179663579904	0.9944321154125998	2.774683067141335	1.0443518645772913	0.6678609610401114
45	NR	YAC	1	0.3453774776299136	0.3939632239385807	0.4844149049759726	0.6329862159303078	0.5880547848855949	1.6585261443435368	0.5629323141704832	0.3791813033678574
46	NR	YAC	1	0.6031817539288259	0.7475834408876825	0.836610331152828	1.071415980497648	1.0113779706722617	2.6636208188835746	1.1200813034339567	0.7166804082160231
47	NR	YAC	1	0.5555835721096699	0.6801563894448467	0.7769665711949	1.003129568718913	0.938258339648616	2.452360725254014	1.0022503849783742	0.638346394200795
48	NR	YAC	1	0.5387149192345193	0.6578374305472547	0.7562903299596015	0.9759255334925735	0.9104296398884187	2.317266377588956	0.9584717632758121	0.6159843129066822
49	NR	YAC	1	0.5595306452317707	0.6725557543780654	0.7918958493337369	1.0259507501862328	0.9540361417019139	2.506177664548888	0.971508549759461	0.6298806511322895
50	NR	YAC	1	0.5837545815580621	0.7023410893680602	0.8610476112071076	1.1755070319716292	1.0784659034959023	2.9891638562474663	1.0345374061550066	0.6680823061777267
51	NR	YAC	1	0.839234899361555	1.1364780928802227	1.3398718148685562	2.048484368592086	1.9662427059933274	3.23279503445765	1.4048166412873193	1.0495467283490514
52	NR	YAC	1	0.5664069841890371	0.6916296770488471	0.7927338122972685	1.023213493067725	0.9586406915349076	2.527357529081314	1.0179054299948882	0.6492470369442824
53	NR	YAC	1	0.7042977644198205	0.8465262743154804	0.9961036025117961	1.2960699280333288	1.2054322459717852	3.2511684409558446	1.2347541493550978	0.7930638458666295
54	NR	YAC	1	0.6202923833829742	0.7412033950484762	0.8817851370517925	1.1515645824230656	1.0701306758298372	2.8963443051809636	1.0772457113754146	0.6932971128277708
55	NR	YAC	1	0.6664500535473921	0.8548660340945866	1.07236296948886	1.579463601915059	1.4553796747286996	3.5044867973253844	1.1637095522530336	0.8229158375673074
56	NR	YAC	1	0.6324975904823923	0.7413214274278829	0.9115443452543093	1.2202013983038535	1.1261183975820803	3.253040774142262	1.085908706857294	0.7066988653139382
57	NR	YAC	1	0.7677464340663461	0.91574590428549	1.1479612144186735	1.607481998271539	1.4759777876438185	4.166298723884617	1.3255760755619486	0.8945946558879644
58	NR	YAC	1	0.7038426204455039	0.9478661706203296	1.161745055307617	1.7471793452652342	1.647132878031335	3.4623251530469044	1.2346397613029585	0.8993729146867421
59	NR	YAC	1	0.7581933057724541	0.9321205020806795	1.161696286049928	1.6922392708080343	1.5671179692250463	3.957327531651462	1.2467930356163663	0.9066545939336124
60	NR	YAC	1	0.752873118807374	0.8651640195074124	1.0753513303456232	1.500516630452826	1.3964038310604312	3.9951660154465984	1.2214557742948497	0.8405993479435825
61	NR	YAC	1	1.212928662192477	1.3340337640706388	1.6566099328349326	2.2314343265072045	2.0772189354928066	6.050406970580383	1.8513085524398654	1.2905224519480483
62	NR	YAC	1	0.7817708908214074	0.8528314373236918	1.0644718621108993	1.430822942973872	1.3345253465250049	3.8166973017436447	1.1670940111746018	0.8221955366662834
63	NR	YAC	1	0.692280561503775	0.7677364846820328	0.9614097011966586	1.3198443446823391	1.2219736649578476	3.4844694218990537	1.0477287234042578	0.7353074833862472
64	NR	YAC	1	0.5508310400023162	0.5949738507491714	0.7446998869624745	1.0045935539826814	0.9406182491961926	2.6262036758468548	0.7954119333876033	0.570095126043498
65	NR	YAC	1	0.45980913832824566	0.493474262195437	0.6031646016950386	0.7960153117590152	0.774400861929637	1.9925357421516443	0.6377031824497976	0.4757069662229115
66	NR	YAC	1	0.3393105875693075	0.3799157161153635	0.45964759144315054	0.5955166290066668	0.6022024487818476	1.1974242922548874	0.45216236930275516	0.3590681282056816
67	NR	YAC	1	0.9138700030941665	0.9929068415158714	1.224242560931242	1.612450440014971	1.5279192904791292	4.231010865497743	1.3545813433078984	0.9682422123623948
68	NR	YAC	1	1.0246401450230078	1.1161574954130018	1.3609619374894035	1.7914163222149542	1.708717617152119	4.773455159878248	1.5309314755693564	1.090336323987757
69	NR	YAC	1	0.6563235551043626	0.7157287774950538	0.864816791173629	1.1341201355716772	1.1018304545973285	2.886886512289563	0.9489117451398463	0.6932964553607184
70	NR	YAC	1	0.5028265069511153	0.5613368367049566	0.6631259542099696	0.8549611592710059	0.871673721675489	2.0651365086263525	0.7120422863708659	0.5278061083994995
71	NR	YAC	1	0.44394213370581437	0.49757183337924404	0.594736777572309	0.7724976734015513	0.7745166401784114	1.6920844789290328	0.6127430602376236	0.4725637812778981
72	NR	YAC	1	0.35181452386939893	0.4049385496604778	0.48118566966333587	0.624870531592561	0.6424331851825712	1.1532349649447973	0.47066677026106735	0.38107614000891593
73	NR	YAC	1	0.7345421688749137	0.8163924359277004	0.9648919648995835	1.2605326741468248	1.2392109244493437	3.140373170853844	1.0776089881256776	0.7908461637428246
74	NR	YAC	1	0.6240520035277112	0.6915994114545813	0.7998963544087316	1.0557256220934297	1.0445390512631152	2.574925134296345	0.9101910583993884	0.6870728768855735
75	NR	YAC	1	0.5348269189023256	0.6076892698508078	0.6977057048053111	0.9152674811289259	0.9304151545135955	2.0821458647874427	0.7646120652563958	0.5851722529875879
76	NR	YAC	1	0.46239089601360467	0.5379520411646249	0.6201591776707855	0.8075674932233713	0.8436096212196101	1.5997132448822171	0.6296090236775359	0.5047838138668854
77	NR	YAC	1	0.3752277061284237	0.4516189473337703	0.5170556929261536	0.6810461316352552	0.7164733938015565	1.1218974409309141	0.5030452439366226	0.4185337641080816
78	NR	YAC	1	0.7482041111286694	0.8469844005304749	0.9824140349760627	1.274659084469721	1.2960109988080177	3.0399550891217895	1.0829077182248223	0.8057995730228246
79	NR	YAC	1	0.5278066802927084	0.6146237751092128	0.7077528431511395	0.9200745134933528	0.9616390728266243	1.8439759328054977	0.7225367205171563	0.5757790771478823
80	NR	YAC	1	0.4505418630443901	0.5351247438149132	0.6106499247021168	0.8043453905789242	0.8482862127105475	1.3961199436818568	0.6012672628472355	0.4994423905941446
81	NR	YAC	1	0.4227278056022067	0.5025097927431216	0.5753950946738471	0.756983943663689	0.7975042518319053	1.297217334388323	0.5626086098994587	0.4683086249423765
82	NR	YAC	1	0.7242206669003847	0.8376663917429561	0.9646316486990745	1.247182869933497	1.3066295252365996	2.6214173874371594	0.9983583566023431	0.782726789034036
83	NR	YAC	1	0.6372979425795071	0.7423018708729516	0.8496982576634554	1.1041497813325893	1.1607156742672797	2.238552788995686	0.8735386526052554	0.6945207297008407
84	NR	YAC	1	0.421296847275501	0.5008931327892105	0.5695084892863455	0.7526055909440429	0.7960466780055842	1.2799534187705994	0.5584155412946912	0.4674273884920379
85	NR	YAC	1	0.3476780190837622	0.41735842235896364	0.47517847751100356	0.6344018336774035	0.6681494611754095	0.9560644024415003	0.4599993856541254	0.38862213082147173
86	NR	YAC	1	0.2853188516170555	0.35341030893573644	0.39492046642210404	0.5382480053353904	0.5642751650773342	0.643275375869257	0.38571425599227366	0.3183864525627975
87	NR	YAC	1	0.2727428109914445	0.33547022755350087	0.3826975160215418	0.5144241705905578	0.5387838352185923	0.6923094245705353	0.36957709758038076	0.3083286683272355
88	NR	YAC	1	0.2605014766911452	0.32961577176102963	0.386111447076691	0.5128633375763326	0.5058853266958278	0.7354219622316557	0.435598839627207	0.3053765700404578
89	NR	YAC	1	0.6073561782933578	0.6994564438466928	0.7878865534751464	1.0364048052263704	1.093227018141712	2.180905083779688	0.8364815922528224	0.6666072425144149
90	NR	YAC	1	0.24318586222463343	0.3095536856783473	0.3386845341944113	0.4812993579295321	0.49485942689294277	0.556006857033954	0.3531014673013258	0.27733207990609876
91	NR	YAC	1	0.26996505402278625	0.3283410624026583	0.3744747727712078	0.5032248227261967	0.5268801288937685	0.7011573020748956	0.36465002213600445	0.30447154832683254
92	NR	YAC	1	0.21433871084089995	0.2824562212197548	0.3085152901722564	0.4567260126737461	0.4547869240162328	0.6177950385218324	0.3483620475412581	0.2515071922189594
93	NR	YAC	1	0.21909101285929747	0.2893400841438755	0.32556597605234017	0.46687494773102095	0.46693425959713936	0.6405419621176094	0.35044636333253115	0.2562964704887589
94	NR	YAC	1	0.290929979758453	0.3765109129550143	0.42335850493241145	0.5463386466081098	0.5643580055634022	0.8221026283597967	0.44910933053845004	0.3331767523043287
95	NR	YAC	1	0.3191438114185239	0.3930541144004116	0.43872270447947664	0.584611357325775	0.6209201031589561	0.9327445037002647	0.43349659912787214	0.3600306223803684
96	NR	YAC	1	0.19387386518423372	0.23824047919601665	0.2675569978663961	0.3607334204108419	0.37868047184119163	0.4333603559996705	0.25861572062387517	0.21435993817220034
97	NR	YAC	1	0.20094098084472656	0.2534646712576135	0.28032999968859457	0.40183250761691114	0.4025884239659169	0.48219448922426067	0.3147576024961884	0.23231706889985052
98	NR	YAC	1	0.17842857043996452	0.23069085492781555	0.26314488387242563	0.3716168189132143	0.3616641057971267	0.6312962069159699	0.3178706936322428	0.2140441466600992
99	NR	YAC	1	0.35093514045510843	0.42999860602500867	0.4723574033268311	0.6186958624029786	0.674983302886133	1.0104088212636018	0.45790205882465906	0.3868607314562726
100	NR	YAC	1	0.29779758493957104	0.3608134407629117	0.40211816893350627	0.5252956075411	0.5621980275934968	0.9535856423981115	0.412346681322054	0.3305007079643523
101	NR	YAC	1	0.16759292191459357	0.20897169662751314	0.23801543125610403	0.3202113034733653	0.3356702197411817	0.4080810459924028	0.22744811391817432	0.1894404830616046
102	NR	YAC	1	0.11299654924725097	0.1410103213672047	0.16301272995621457	0.21856307996812585	0.2136125207965511	0.30270329549034314	0.1892255275929824	0.1323903418607571
103	NR	YAC	1	0.17607232845252344	0.22031695028207562	0.2564470285594683	0.33547094053036824	0.3169935689875787	0.6763435938151087	0.3389304152918882	0.22009059719972535
104	NR	YAC	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
