task	subject	sentence_id	word_id	FFD_a1	FFD_a2	FFD_b1	FFD_b2	FFD_g1	FFD_g2	FFD_t1	FFD_t2	GD_a1	GD_a2	GD_b1	GD_b2	GD_g1	GD_g2	GD_t1	GD_t2	GPT_a1	GPT_a2	GPT_b1	GPT_b2	GPT_g1	GPT_g2	GPT_t1	GPT_t2	SFD_a1	SFD_a2	SFD_b1	SFD_b2	SFD_g1	SFD_g2	SFD_t1	SFD_t2	TRT_a1	TRT_a2	TRT_b1	TRT_b2	TRT_g1	TRT_g2	TRT_t1	TRT_t2
TSR	YAC	0	5	0.35391642532408196	0.3080161553657704	0.3263231084156992	0.32778791420965436	0.2651375838596387	0.5955361453880167	0.17956069116183698	0.14737109801680304	0.35391642532408196	0.3080161553657704	0.3263231084156992	0.32778791420965436	0.2651375838596387	0.5955361453880167	0.17956069116183698	0.14737109801680304	0.35391642532408196	0.3080161553657704	0.3263231084156992	0.32778791420965436	0.2651375838596387	0.5955361453880167	0.17956069116183698	0.14737109801680304	0.35391642532408196	0.3080161553657704	0.3263231084156992	0.32778791420965436	0.2651375838596387	0.5955361453880167	0.17956069116183698	0.14737109801680304	0.35391642532408196	0.3080161553657704	0.3263231084156992	0.32778791420965436	0.2651375838596387	0.5955361453880167	0.17956069116183698	0.14737109801680304
TSR	YAC	0	5	1.1547083405237626	0.7894037268244086	0.5850535393793623	0.5526836183050485	0.7143437387812849	0.8155513722524328	0.27190308662708096	0.46561594978556126	1.1547083405237626	0.7894037268244086	0.5850535393793623	0.5526836183050485	0.7143437387812849	0.8155513722524328	0.27190308662708096	0.46561594978556126	1.1547083405237626	0.7894037268244086	0.5850535393793623	0.5526836183050485	0.7143437387812849	0.8155513722524328	0.27190308662708096	0.46561594978556126	1.1547083405237626	0.7894037268244086	0.5850535393793623	0.5526836183050485	0.7143437387812849	0.8155513722524328	0.27190308662708096	0.46561594978556126	1.1547083405237626	0.7894037268244086	0.5850535393793623	0.5526836183050485	0.7143437387812849	0.8155513722524328	0.27190308662708096	0.46561594978556126
TSR	YAC	0	5	0.7585095232559783	0.4948178368573707	0.16390899877006948	0.30241669222491396	0.20282757248991404	0.49238335316396453	0.19009665721995442	0.33185398003216615	0.7585095232559783	0.4948178368573707	0.16390899877006948	0.30241669222491396	0.20282757248991404	0.49238335316396453	0.19009665721995442	0.33185398003216615	0.7585095232559783	0.4948178368573707	0.16390899877006948	0.30241669222491396	0.20282757248991404	0.49238335316396453	0.19009665721995442	0.33185398003216615	0.7585095232559783	0.4948178368573707	0.16390899877006948	0.30241669222491396	0.20282757248991404	0.49238335316396453	0.19009665721995442	0.33185398003216615	0.7585095232559783	0.4948178368573707	0.16390899877006948	0.30241669222491396	0.20282757248991404	0.49238335316396453	0.19009665721995442	0.33185398003216615
TSR	YAC	0	5	0.6637652427275057	0.4105968779282165	0.1694558397665693	0.38375071067136485	0.2462824438249926	0.43994756911202665	0.23755928275003457	0.31442617421213265	0.6637652427275057	0.4105968779282165	0.1694558397665693	0.38375071067136485	0.2462824438249926	0.43994756911202665	0.23755928275003457	0.31442617421213265	0.6637652427275057	0.4105968779282165	0.1694558397665693	0.38375071067136485	0.2462824438249926	0.43994756911202665	0.23755928275003457	0.31442617421213265	0.6637652427275057	0.4105968779282165	0.1694558397665693	0.38375071067136485	0.2462824438249926	0.43994756911202665	0.23755928275003457	0.31442617421213265	0.6637652427275057	0.4105968779282165	0.1694558397665693	0.38375071067136485	0.2462824438249926	0.43994756911202665	0.23755928275003457	0.31442617421213265
TSR	YAC	0	5	0.4957266428859167	0.3338282124381093	0.12118960992623486	0.22473299377082184	0.16569399258772358	0.43877727202276234	0.10995569003824465	0.19313279780006795	0.4957266428859167	0.3338282124381093	0.12118960992623486	0.22473299377082184	0.16569399258772358	0.43877727202276234	0.10995569003824465	0.19313279780006795	0.4957266428859167	0.3338282124381093	0.12118960992623486	0.22473299377082184	0.16569399258772358	0.43877727202276234	0.10995569003824465	0.19313279780006795	0.4957266428859167	0.3338282124381093	0.12118960992623486	0.22473299377082184	0.16569399258772358	0.43877727202276234	0.10995569003824465	0.19313279780006795	0.4957266428859167	0.3338282124381093	0.12118960992623486	0.22473299377082184	0.16569399258772358	0.43877727202276234	0.10995569003824465	0.19313279780006795
TSR	YAC	0	5	0.5043378824669446	0.4025520908126471	0.301585339481767	0.30660964208864355	0.22600701260726375	0.6951976296215675	0.11680350245076576	0.1613644440101188	0.5043378824669446	0.4025520908126471	0.301585339481767	0.30660964208864355	0.22600701260726375	0.6951976296215675	0.11680350245076576	0.1613644440101188	0.5043378824669446	0.4025520908126471	0.301585339481767	0.30660964208864355	0.22600701260726375	0.6951976296215675	0.11680350245076576	0.1613644440101188	0.5043378824669446	0.4025520908126471	0.301585339481767	0.30660964208864355	0.22600701260726375	0.6951976296215675	0.11680350245076576	0.1613644440101188	0.5043378824669446	0.4025520908126471	0.301585339481767	0.30660964208864355	0.22600701260726375	0.6951976296215675	0.11680350245076576	0.1613644440101188
TSR	YAC	0	5	0.42626668626666797	0.30145265944746963	0.13444230833387028	0.13087797867415346	0.1620363042575589	0.3254051576021533	0.08974204921156127	0.16831253996556936	0.42626668626666797	0.30145265944746963	0.13444230833387028	0.13087797867415346	0.1620363042575589	0.3254051576021533	0.08974204921156127	0.16831253996556936	0.42626668626666797	0.30145265944746963	0.13444230833387028	0.13087797867415346	0.1620363042575589	0.3254051576021533	0.08974204921156127	0.16831253996556936	0.42626668626666797	0.30145265944746963	0.13444230833387028	0.13087797867415346	0.1620363042575589	0.3254051576021533	0.08974204921156127	0.16831253996556936	0.42626668626666797	0.30145265944746963	0.13444230833387028	0.13087797867415346	0.1620363042575589	0.3254051576021533	0.08974204921156127	0.16831253996556936
TSR	YAC	0	5	0.572585859546438	0.3825446754009015	0.1309120449508917	0.25656649119048075	0.18252572193818004	0.4794825232477026	0.13156054122491256	0.22867203109389167	0.572585859546438	0.3825446754009015	0.1309120449508917	0.25656649119048075	0.18252572193818004	0.4794825232477026	0.13156054122491256	0.22867203109389167	0.572585859546438	0.3825446754009015	0.1309120449508917	0.25656649119048075	0.18252572193818004	0.4794825232477026	0.13156054122491256	0.22867203109389167	0.572585859546438	0.3825446754009015	0.1309120449508917	0.25656649119048075	0.18252572193818004	0.4794825232477026	0.13156054122491256	0.22867203109389167	0.572585859546438	0.3825446754009015	0.1309120449508917	0.25656649119048075	0.18252572193818004	0.4794825232477026	0.13156054122491256	0.22867203109389167
TSR	YAC	0	5	0.5735001640076033	0.37130207753688027	0.12971539907022367	0.2685945336322	0.18679486768862275	0.4385073838707777	0.14957006254133873	0.24102476447871882	0.5735001640076033	0.37130207753688027	0.12971539907022367	0.2685945336322	0.18679486768862275	0.4385073838707777	0.14957006254133873	0.24102476447871882	0.5735001640076033	0.37130207753688027	0.12971539907022367	0.2685945336322	0.18679486768862275	0.4385073838707777	0.14957006254133873	0.24102476447871882	0.5735001640076033	0.37130207753688027	0.12971539907022367	0.2685945336322	0.18679486768862275	0.4385073838707777	0.14957006254133873	0.24102476447871882	0.5735001640076033	0.37130207753688027	0.12971539907022367	0.2685945336322	0.18679486768862275	0.4385073838707777	0.14957006254133873	0.24102476447871882
TSR	YAC	0	5	0.3269544467032556	0.20921768006825087	0.1027115302142918	0.25851482060542125	0.20439848097260463	0.358059543362714	0.12131467822122075	0.13901272019283628	0.3269544467032556	0.20921768006825087	0.1027115302142918	0.25851482060542125	0.20439848097260463	0.358059543362714	0.12131467822122075	0.13901272019283628	0.3269544467032556	0.20921768006825087	0.1027115302142918	0.25851482060542125	0.20439848097260463	0.358059543362714	0.12131467822122075	0.13901272019283628	0.3269544467032556	0.20921768006825087	0.1027115302142918	0.25851482060542125	0.20439848097260463	0.358059543362714	0.12131467822122075	0.13901272019283628	0.3269544467032556	0.20921768006825087	0.1027115302142918	0.25851482060542125	0.20439848097260463	0.358059543362714	0.12131467822122075	0.13901272019283628
TSR	YAC	0	5	0.6214124324400861	0.4678686152717048	0.2726941316019741	0.2855121515510521	0.21629125474742397	0.7094449363429305	0.10045247106935588	0.20034880439297248	0.6214124324400861	0.4678686152717048	0.2726941316019741	0.2855121515510521	0.21629125474742397	0.7094449363429305	0.10045247106935588	0.20034880439297248	0.6214124324400861	0.4678686152717048	0.2726941316019741	0.2855121515510521	0.21629125474742397	0.7094449363429305	0.10045247106935588	0.20034880439297248	0.6214124324400861	0.4678686152717048	0.2726941316019741	0.2855121515510521	0.21629125474742397	0.7094449363429305	0.10045247106935588	0.20034880439297248	0.6214124324400861	0.4678686152717048	0.2726941316019741	0.2855121515510521	0.21629125474742397	0.7094449363429305	0.10045247106935588	0.20034880439297248
TSR	YAC	0	5	0.4783253429779974	0.3857264554519331	0.2612771813224982	0.2748047181938883	0.1901154954376802	0.7085460902432169	0.09516400575760499	0.15907072392422564	0.4783253429779974	0.3857264554519331	0.2612771813224982	0.2748047181938883	0.1901154954376802	0.7085460902432169	0.09516400575760499	0.15907072392422564	0.4783253429779974	0.3857264554519331	0.2612771813224982	0.2748047181938883	0.1901154954376802	0.7085460902432169	0.09516400575760499	0.15907072392422564	0.4783253429779974	0.3857264554519331	0.2612771813224982	0.2748047181938883	0.1901154954376802	0.7085460902432169	0.09516400575760499	0.15907072392422564	0.4783253429779974	0.3857264554519331	0.2612771813224982	0.2748047181938883	0.1901154954376802	0.7085460902432169	0.09516400575760499	0.15907072392422564
TSR	YAC	0	5	0.3444147191623188	0.29301770479817735	0.42092530823403906	0.44165907343400884	0.32202159677354375	0.7365355882296449	0.2698660407254945	0.2636667970529091	0.3444147191623188	0.29301770479817735	0.42092530823403906	0.44165907343400884	0.32202159677354375	0.7365355882296449	0.2698660407254945	0.2636667970529091	0.3444147191623188	0.29301770479817735	0.42092530823403906	0.44165907343400884	0.32202159677354375	0.7365355882296449	0.2698660407254945	0.2636667970529091	0.3444147191623188	0.29301770479817735	0.42092530823403906	0.44165907343400884	0.32202159677354375	0.7365355882296449	0.2698660407254945	0.2636667970529091	0.3444147191623188	0.29301770479817735	0.42092530823403906	0.44165907343400884	0.32202159677354375	0.7365355882296449	0.2698660407254945	0.2636667970529091
TSR	YAC	0	5	0.32865780047395715	0.27350493069544995	0.40258162493232985	0.427175051234559	0.3087486091817271	0.6992932307691103	0.26370253841779273	0.2605945083838047	0.32865780047395715	0.27350493069544995	0.40258162493232985	0.427175051234559	0.3087486091817271	0.6992932307691103	0.26370253841779273	0.2605945083838047	0.32865780047395715	0.27350493069544995	0.40258162493232985	0.427175051234559	0.3087486091817271	0.6992932307691103	0.26370253841779273	0.2605945083838047	0.32865780047395715	0.27350493069544995	0.40258162493232985	0.427175051234559	0.3087486091817271	0.6992932307691103	0.26370253841779273	0.2605945083838047	0.32865780047395715	0.27350493069544995	0.40258162493232985	0.427175051234559	0.3087486091817271	0.6992932307691103	0.26370253841779273	0.2605945083838047
TSR	YAC	0	5	0.6375432574000496	0.3340773017745708	0.522651561134085	0.6895234810036541	0.5092408973162784	0.6491220305854173	0.46421648401011584	0.45414094501455676	0.6375432574000496	0.3340773017745708	0.522651561134085	0.6895234810036541	0.5092408973162784	0.6491220305854173	0.46421648401011584	0.45414094501455676	0.6375432574000496	0.3340773017745708	0.522651561134085	0.6895234810036541	0.5092408973162784	0.6491220305854173	0.46421648401011584	0.45414094501455676	0.6375432574000496	0.3340773017745708	0.522651561134085	0.6895234810036541	0.5092408973162784	0.6491220305854173	0.46421648401011584	0.45414094501455676	0.6375432574000496	0.3340773017745708	0.522651561134085	0.6895234810036541	0.5092408973162784	0.6491220305854173	0.46421648401011584	0.45414094501455676
TSR	YAC	0	5	0.39507687811397546	0.3263682098030029	0.4165108746866078	0.4585778428675009	0.31609213970764205	0.8881241205065477	0.23931533767779023	0.3047216912283079	0.39507687811397546	0.3263682098030029	0.4165108746866078	0.4585778428675009	0.31609213970764205	0.8881241205065477	0.23931533767779023	0.3047216912283079	0.39507687811397546	0.3263682098030029	0.4165108746866078	0.4585778428675009	0.31609213970764205	0.8881241205065477	0.23931533767779023	0.3047216912283079	0.39507687811397546	0.3263682098030029	0.4165108746866078	0.4585778428675009	0.31609213970764205	0.8881241205065477	0.23931533767779023	0.3047216912283079	0.39507687811397546	0.3263682098030029	0.4165108746866078	0.4585778428675009	0.31609213970764205	0.8881241205065477	0.23931533767779023	0.3047216912283079
TSR	YAC	0	5	0.4453256736550154	0.3822436614939856	0.48614456320815225	0.5088939053026678	0.3412893534009471	0.9699706293198969	0.28027991024557314	0.3182048507588522	0.4453256736550154	0.3822436614939856	0.48614456320815225	0.5088939053026678	0.3412893534009471	0.9699706293198969	0.28027991024557314	0.3182048507588522	0.4453256736550154	0.3822436614939856	0.48614456320815225	0.5088939053026678	0.3412893534009471	0.9699706293198969	0.28027991024557314	0.3182048507588522	0.4453256736550154	0.3822436614939856	0.48614456320815225	0.5088939053026678	0.3412893534009471	0.9699706293198969	0.28027991024557314	0.3182048507588522	0.4453256736550154	0.3822436614939856	0.48614456320815225	0.5088939053026678	0.3412893534009471	0.9699706293198969	0.28027991024557314	0.3182048507588522
TSR	YAC	0	5	0.4106053015999103	0.32032217269530583	0.5156079583578206	0.5574765623425774	0.4137981352119783	0.8364364408110889	0.35690879604890546	0.3426608417087072	0.4106053015999103	0.32032217269530583	0.5156079583578206	0.5574765623425774	0.4137981352119783	0.8364364408110889	0.35690879604890546	0.3426608417087072	0.4106053015999103	0.32032217269530583	0.5156079583578206	0.5574765623425774	0.4137981352119783	0.8364364408110889	0.35690879604890546	0.3426608417087072	0.4106053015999103	0.32032217269530583	0.5156079583578206	0.5574765623425774	0.4137981352119783	0.8364364408110889	0.35690879604890546	0.3426608417087072	0.4106053015999103	0.32032217269530583	0.5156079583578206	0.5574765623425774	0.4137981352119783	0.8364364408110889	0.35690879604890546	0.3426608417087072
TSR	YAC	0	5	0.3675645422209134	0.30956614513020303	0.4922779371432316	0.5290198270187464	0.4287524223262926	0.7602129291470305	0.3411852571619052	0.28885059859540047	0.3675645422209134	0.30956614513020303	0.4922779371432316	0.5290198270187464	0.4287524223262926	0.7602129291470305	0.3411852571619052	0.28885059859540047	0.3675645422209134	0.30956614513020303	0.4922779371432316	0.5290198270187464	0.4287524223262926	0.7602129291470305	0.3411852571619052	0.28885059859540047	0.3675645422209134	0.30956614513020303	0.4922779371432316	0.5290198270187464	0.4287524223262926	0.7602129291470305	0.3411852571619052	0.28885059859540047	0.3675645422209134	0.30956614513020303	0.4922779371432316	0.5290198270187464	0.4287524223262926	0.7602129291470305	0.3411852571619052	0.28885059859540047
TSR	YAC	0	5	0.5530908877811261	0.29330292705218747	0.46435171944894543	0.6006607410632223	0.4322369459462808	0.5848601818565412	0.4046383682992251	0.4057666829296929	0.5530908877811261	0.29330292705218747	0.46435171944894543	0.6006607410632223	0.4322369459462808	0.5848601818565412	0.4046383682992251	0.4057666829296929	0.5530908877811261	0.29330292705218747	0.46435171944894543	0.6006607410632223	0.4322369459462808	0.5848601818565412	0.4046383682992251	0.4057666829296929	0.5530908877811261	0.29330292705218747	0.46435171944894543	0.6006607410632223	0.4322369459462808	0.5848601818565412	0.4046383682992251	0.4057666829296929	0.5530908877811261	0.29330292705218747	0.46435171944894543	0.6006607410632223	0.4322369459462808	0.5848601818565412	0.4046383682992251	0.4057666829296929
TSR	YAC	0	5	0.22624371585183647	0.11734298451266524	0.10400003972466099	0.178144557749022	0.17291282159961138	0.3069408040862224	0.061859036836643524	0.18010111629525302	0.22624371585183647	0.11734298451266524	0.10400003972466099	0.178144557749022	0.17291282159961138	0.3069408040862224	0.061859036836643524	0.18010111629525302	0.22624371585183647	0.11734298451266524	0.10400003972466099	0.178144557749022	0.17291282159961138	0.3069408040862224	0.061859036836643524	0.18010111629525302	0.22624371585183647	0.11734298451266524	0.10400003972466099	0.178144557749022	0.17291282159961138	0.3069408040862224	0.061859036836643524	0.18010111629525302	0.22624371585183647	0.11734298451266524	0.10400003972466099	0.178144557749022	0.17291282159961138	0.3069408040862224	0.061859036836643524	0.18010111629525302
TSR	YAC	0	5	0.6462023015888709	0.4611554477801628	0.7916008523022524	0.8718457100825705	0.6456581218867022	1.2363610962776157	0.5661989510436365	0.548332368008682	0.6462023015888709	0.4611554477801628	0.7916008523022524	0.8718457100825705	0.6456581218867022	1.2363610962776157	0.5661989510436365	0.548332368008682	0.6462023015888709	0.4611554477801628	0.7916008523022524	0.8718457100825705	0.6456581218867022	1.2363610962776157	0.5661989510436365	0.548332368008682	0.6462023015888709	0.4611554477801628	0.7916008523022524	0.8718457100825705	0.6456581218867022	1.2363610962776157	0.5661989510436365	0.548332368008682	0.6462023015888709	0.4611554477801628	0.7916008523022524	0.8718457100825705	0.6456581218867022	1.2363610962776157	0.5661989510436365	0.548332368008682
TSR	YAC	0	5	0.5290479114379897	0.4102034581813526	0.6643309046810189	0.7229408412080486	0.5384211542596883	1.0670663575506785	0.4651802470178577	0.44330496470957925	0.5290479114379897	0.4102034581813526	0.6643309046810189	0.7229408412080486	0.5384211542596883	1.0670663575506785	0.4651802470178577	0.44330496470957925	0.5290479114379897	0.4102034581813526	0.6643309046810189	0.7229408412080486	0.5384211542596883	1.0670663575506785	0.4651802470178577	0.44330496470957925	0.5290479114379897	0.4102034581813526	0.6643309046810189	0.7229408412080486	0.5384211542596883	1.0670663575506785	0.4651802470178577	0.44330496470957925	0.5290479114379897	0.4102034581813526	0.6643309046810189	0.7229408412080486	0.5384211542596883	1.0670663575506785	0.4651802470178577	0.44330496470957925
TSR	YAC	0	5	0.48890566029813864	0.35358981511623333	0.6008440547278894	0.6666680003708966	0.49546579008515207	0.931305815965193	0.43396775564758583	0.41567244694755395	0.48890566029813864	0.35358981511623333	0.6008440547278894	0.6666680003708966	0.49546579008515207	0.931305815965193	0.43396775564758583	0.41567244694755395	0.48890566029813864	0.35358981511623333	0.6008440547278894	0.6666680003708966	0.49546579008515207	0.931305815965193	0.43396775564758583	0.41567244694755395	0.48890566029813864	0.35358981511623333	0.6008440547278894	0.6666680003708966	0.49546579008515207	0.931305815965193	0.43396775564758583	0.41567244694755395	0.48890566029813864	0.35358981511623333	0.6008440547278894	0.6666680003708966	0.49546579008515207	0.931305815965193	0.43396775564758583	0.41567244694755395
TSR	YAC	0	5	0.49182289669175416	0.32890059379850983	0.5856400221265581	0.6705225837278745	0.5090023584662168	0.8502339711429336	0.44263977095083545	0.41244057424137653	0.49182289669175416	0.32890059379850983	0.5856400221265581	0.6705225837278745	0.5090023584662168	0.8502339711429336	0.44263977095083545	0.41244057424137653	0.49182289669175416	0.32890059379850983	0.5856400221265581	0.6705225837278745	0.5090023584662168	0.8502339711429336	0.44263977095083545	0.41244057424137653	0.49182289669175416	0.32890059379850983	0.5856400221265581	0.6705225837278745	0.5090023584662168	0.8502339711429336	0.44263977095083545	0.41244057424137653	0.49182289669175416	0.32890059379850983	0.5856400221265581	0.6705225837278745	0.5090023584662168	0.8502339711429336	0.44263977095083545	0.41244057424137653
TSR	YAC	0	5	0.6085954852602911	0.3219255791193792	0.4723599471443929	0.6106420275233178	0.4027155822027099	1.049034744867102	0.3081482698813713	0.553590140803569	0.6085954852602911	0.3219255791193792	0.4723599471443929	0.6106420275233178	0.4027155822027099	1.049034744867102	0.3081482698813713	0.553590140803569	0.6085954852602911	0.3219255791193792	0.4723599471443929	0.6106420275233178	0.4027155822027099	1.049034744867102	0.3081482698813713	0.553590140803569	0.6085954852602911	0.3219255791193792	0.4723599471443929	0.6106420275233178	0.4027155822027099	1.049034744867102	0.3081482698813713	0.553590140803569	0.6085954852602911	0.3219255791193792	0.4723599471443929	0.6106420275233178	0.4027155822027099	1.049034744867102	0.3081482698813713	0.553590140803569
