task	sentence	sentence_id	content	part_of_speech	word_idx
NR	After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.	1	with	IN	9
NR	After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.	1	other	JJ	10
NR	After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.	1	investors,	NN	11
NR	After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.	1	formed	VBD	12
NR	After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.	1	the	DT	13
NR	After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.	1	Detroit	NNP	14
NR	After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.	1	Automobile	NNP	15
NR	After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.	1	Company.	NNP	16
NR	With his interest in race cars, he formed a second company, the Henry Ford Company.	2	With	IN	0
NR	With his interest in race cars, he formed a second company, the Henry Ford Company.	2	his	PRP$	1
NR	With his interest in race cars, he formed a second company, the Henry Ford Company.	2	interest	NN	2
NR	With his interest in race cars, he formed a second company, the Henry Ford Company.	2	in	IN	3
NR	With his interest in race cars, he formed a second company, the Henry Ford Company.	2	race	NN	4
NR	With his interest in race cars, he formed a second company, the Henry Ford Company.	2	cars,	NN	5
NR	With his interest in race cars, he formed a second company, the Henry Ford Company.	2	he	PRP	6
NR	With his interest in race cars, he formed a second company, the Henry Ford Company.	2	formed	VBD	7
NR	With his interest in race cars, he formed a second company, the Henry Ford Company.	2	a	DT	8
NR	With his interest in race cars, he formed a second company, the Henry Ford Company.	2	second	JJ	9
NR	With his interest in race cars, he formed a second company, the Henry Ford Company.	2	company,	NN	10
NR	With his interest in race cars, he formed a second company, the Henry Ford Company.	2	the	DT	11
NR	With his interest in race cars, he formed a second company, the Henry Ford Company.	2	Henry	NNP	12
NR	With his interest in race cars, he formed a second company, the Henry Ford Company.	2	Ford	NNP	13
NR	With his interest in race cars, he formed a second company, the Henry Ford Company.	2	Company.	NNP	14
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	During	IN	0
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	this	DT	1
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	period,	NN	2
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	he	PRP	3
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	personally	RB	4
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	drove	VBD	5
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	his	PRP$	6
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	Quadricycle	NN	7
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	to	TO	8
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	victory	NN	9
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	in	IN	10
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	a	DT	11
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	race	NN	12
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	against	IN	13
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	Alexander	NNP	14
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	Winton,	NNP	15
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	a	DT	16
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	well-known	JJ	17
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	driver	NN	18
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	and	CC	19
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	the	DT	20
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	heavy	JJ	21
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	favorite	NN	22
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	on	IN	23
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	October	NNP	24
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	10,	CD	25
NR	During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.	3	1901.	CD	26
NR	Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.	4	Ford	NNP	0
NR	Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.	4	was	VBD	1
NR	Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.	4	forced	VBN	2
NR	Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.	4	out	IN	3
NR	Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.	4	of	IN	4
NR	Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.	4	the	DT	5
NR	Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.	4	company	NN	6
NR	Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.	4	by	IN	7
NR	Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.	4	the	DT	8
NR	Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.	4	investors,	NN	9
NR	Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.	4	including	VBG	10
NR	Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.	4	Henry	NNP	11
NR	Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.	4	M.	NNP	12
NR	Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.	4	Leland	NNP	13
NR	Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.	4	in	IN	14
NR	Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.	4	1902,	CD	15
NR	Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.	4	and	CC	16
NR	Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.	4	the	DT	17
NR	Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.	4	company	NN	18
NR	Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.	4	was	VBD	19
NR	Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.	4	reorganized	VBN	20
NR	Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.	4	as	IN	21
NR	Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.	4	Cadillac.	NNP	22
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	In	IN	0
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	1891,	CD	1
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	Ford	NNP	2
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	became	VBD	3
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	an	DT	4
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	engineer	NN	5
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	with	IN	6
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	the	DT	7
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	Edison	NNP	8
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	Illuminating	NNP	9
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	Company,	NNP	10
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	and	CC	11
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	after	IN	12
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	his	PRP$	13
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	promotion	NN	14
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	to	TO	15
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	Chief	NNP	16
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	Engineer	NNP	17
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	in	IN	18
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	1893,	CD	19
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	he	PRP	20
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	had	VBD	21
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	enough	JJ	22
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	time	NN	23
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	and	CC	24
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	money	NN	25
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	to	TO	26
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	devote	VB	27
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	attention	NN	28
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	to	TO	29
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	his	PRP$	30
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	personal	JJ	31
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	experiments	NNS	32
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	on	IN	33
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	internal	JJ	34
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	combustion	NN	35
NR	In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.	5	engines.	NN	36
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	These	DT	0
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	experiments	NNS	1
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	culminated	VBD	2
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	in	IN	3
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	1896	CD	4
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	with	IN	5
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	the	DT	6
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	completion	NN	7
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	of	IN	8
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	his	PRP$	9
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	own	JJ	10
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	self-propelled	JJ	11
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	vehicle	NN	12
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	named	VBD	13
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	the	DT	14
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	Quadricycle,	NNP	15
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	which	WDT	16
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	he	PRP	17
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	test-drove	VB	18
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	on	IN	19
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	June	NNP	20
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	4	CD	21
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	of	IN	22
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	that	DT	23
NR	These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.	6	year.	NN	24
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	Ford	NNP	0
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	was	VBD	1
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	born	VBN	2
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	on	IN	3
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	a	DT	4
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	prosperous	JJ	5
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	farm	NN	6
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	in	IN	7
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	Springwells	NNP	8
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	Township	NNP	9
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	(now	NNP	10
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	in	IN	11
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	the	DT	12
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	city	NN	13
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	of	IN	14
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	Dearborn,	NNP	15
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	Michigan)	NNP	16
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	owned	VBN	17
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	by	IN	18
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	his	PRP$	19
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	parents,	NN	20
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	William	NNP	21
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	Ford	NNP	22
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	(1826-1905)	NN	23
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	and	CC	24
NR	Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.	7	Mary	NNP	25
